"Cluster_Name","Stations","gh_a","gh_b","gh_c","F1_gh","bn_a","bn_b","bn_c","F1_bn","dh_a","dh_b","dh_c","F1_dh"
1,"abs, coc, dar, dwn, flo, fua, how, ish, kwa, man, mnm, par, ptr, run, sel, tat, xia, yus",1.02974653255617,1.06267820402037,0,0.984197883126562,0.95433437305826,0.148275637348218,10,0.978476066233299,0.697786380539503,1.06823125913755,3.43075837987137,0.983137076075829
2,"ale, cap, dom, eur, gvn, nya, spo, syo",1.09764081189608,1.04980815754087,11.7712317181488,0.982851104517396,0.985682169457084,0.178367807332276,10,0.976254033352522,1.09868865810558,1.22621936994923,21.3581725688349,0.976725550633214
3,"asp, brb, daa, dra, gob, iza, sbo, sov",1.0263732075123,1.04683984129626,0.000229123974933457,0.985582747719131,0.897375478665434,0.111739243288865,10,0.975736165507837,0.676838163325728,1.0277750913067,0.00470467997735216,0.984787430473052
4,"bar, cab, cam, ena, ler, lyu, son, tik",1.05103969498514,1.00536975353007,0,0.987330747802545,0.902836155625088,0.14404765250661,9.99999109153756,0.980531082637017,0.873975146715029,1.01990936364656,0.00231239616875914,0.985969572785958
5,"ber, bil, bon, bos, bou, bud, car, clh, cnr, e13, fpe, gcr, gim, ino, lau, lin, lmp, lrc, new, pal, pay, psu, qiq, reg, sap, sxf, tor",1.01326957744008,1.03787624836737,0,0.985935285798756,0.887599784947606,0.168116201792854,10,0.977679546198089,0.747131755627666,1.13828737703307,7.93116587744087,0.982094518449473
6,"gan, gur",0.847650117310117,1.14097179084912,0.00358810993892696,0.986284221999201,0.716030888621237,0.349108299143828,10,0.986862514583547,0.796649776367547,1.03868004436505,0.00365852284260278,0.985752841367297
7,"nau, ohy, sms, tir",1.04437346621571,1.02269369187734,0,0.985341813704689,0.886737960478733,0.228739311934333,0.00293331244436985,0.977640141660522,0.733307581621341,1.06301425885074,7.04923152691055,0.981274600312618
